



PKey	OrderDate	Customer Key	Sales Territory Region	Sales Order Number	Sales Order Line Number	Order Quantity	Unit Price	Freight
310	2019-08-09	28063	Southwest	SO43976	1	1	3578.27	89.4568
310	2019-08-10	28030	Northwest	SO43978	1	1	3578.27	89.4568
322	2019-08-10	14576	Northwest	SO43979	1	1	699.0982	17.4775
314	2019-08-11	28017	Northwest	SO43983	1	1	3578.27	89.4568
310	2019-08-11	28070	Southwest	SO43986	1	1	3578.27	89.4568
310	2019-08-12	28042	Southwest	SO43987	1	1	3578.27	89.4568
312	2019-08-12	28083	Southwest	SO43989	1	1	3578.27	89.4568
344	2019-08-12	25872	Northwest	SO43990	1	1	3399.99	84.9998
314	2019-08-15	27681	Southwest	SO43994	1	1	3578.27	89.4568
310	2019-08-15	27920	Southwest	SO43996	1	1	3578.27	89.4568
310	2019-08-15	28022	Southwest	SO43997	1	1	3578.27	89.4568
311	2019-08-15	28047	Northwest	SO43999	1	1	3578.27	89.4568
311	2019-08-16	27918	Southwest	SO44000	1	1	3578.27	89.4568
313	2019-08-16	28044	Southwest	SO44001	1	1	3578.27	89.4568
336	2019-08-16	14572	Southwest	SO44002	1	1	699.0982	17.4775
310	2019-08-16	28061	Southwest	SO44004	1	1	3578.27	89.4568
312	2019-08-17	27678	Northwest	SO44008	1	1	3578.27	89.4568
314	2019-08-17	27759	Northwest	SO44009	1	1	3578.27	89.4568
313	2019-08-18	27917	Southwest	SO44014	1	1	3578.27	89.4568
310	2019-08-18	28078	Northwest	SO44017	1	1	3578.27	89.4568
350	2019-08-18	25876	Northwest	SO44018	1	1	3374.99	84.3748
344	2019-08-21	25868	Southwest	SO44038	1	1	3399.99	84.9998
313	2019-08-23	28064	Northwest	SO44046	1	1	3578.27	89.4568
344	2019-08-23	25878	Southwest	SO44047	1	1	3399.99	84.9998
338	2019-08-26	14577	Northwest	SO44057	1	1	699.0982	17.4775
310	2019-08-27	27919	Northwest	SO44061	1	1	3578.27	89.4568
310	2019-08-27	28041	Northwest	SO44062	1	1	3578.27	89.4568
310	2019-08-27	28062	Southwest	SO44065	1	1	3578.27	89.4568
344	2019-08-27	25867	Southwest	SO44066	1	1	3399.99	84.9998
310	2019-09-01	28156	Southwest	SO44135	1	1	3578.27	89.4568
313	2019-09-02	28145	Southwest	SO44143	1	1	3578.27	89.4568
310	2019-09-03	28172	Southwest	SO44148	1	1	3578.27	89.4568
312	2019-09-04	28168	Southwest	SO44153	1	1	3578.27	89.4568
311	2019-09-04	28181	Northwest	SO44154	1	1	3578.27	89.4568
313	2019-09-04	28131	Southwest	SO44155	1	1	3578.27	89.4568
346	2019-09-04	25887	Northwest	SO44156	1	1	3399.99	84.9998
311	2019-09-05	28182	Southwest	SO44159	1	1	3578.27	89.4568
312	2019-09-05	28186	Northwest	SO44160	1	1	3578.27	89.4568
311	2019-09-06	28185	Southwest	SO44162	1	1	3578.27	89.4568
314	2019-09-06	28193	Southwest	SO44163	1	1	3578.27	89.4568
310	2019-09-06	28088	Southwest	SO44164	1	1	3578.27	89.4568
338	2019-09-06	14581	Northwest	SO44166	1	1	699.0982	17.4775
311	2019-09-07	28179	Northwest	SO44169	1	1	3578.27	89.4568
314	2019-09-07	28183	Southwest	SO44170	1	1	3578.27	89.4568
313	2019-09-07	28112	Southwest	SO44171	1	1	3578.27	89.4568
338	2019-09-07	14584	Southwest	SO44172	1	1	699.0982	17.4775
312	2019-09-09	28097	Southwest	SO44178	1	1	3578.27	89.4568
350	2019-09-09	25888	Northwest	SO44179	1	1	3374.99	84.3748
310	2019-09-10	28158	Southwest	SO44183	1	1	3578.27	89.4568
347	2019-09-12	25889	Southwest	SO44186	1	1	3399.99	84.9998
312	2019-09-14	28164	Southwest	SO44193	1	1	3578.27	89.4568
312	2019-09-15	28096	Southwest	SO44197	1	1	3578.27	89.4568
310	2019-09-15	28150	Southwest	SO44198	1	1	3578.27	89.4568
311	2019-09-16	28159	Southwest	SO44202	1	1	3578.27	89.4568
312	2019-09-16	28149	Southwest	SO44203	1	1	3578.27	89.4568
336	2019-09-16	14580	Southwest	SO44204	1	1	699.0982	17.4775
313	2019-09-17	28162	Southwest	SO44207	1	1	3578.27	89.4568
347	2019-09-17	25879	Southwest	SO44208	1	1	3399.99	84.9998
313	2019-09-18	28154	Southwest	SO44211	1	1	3578.27	89.4568
312	2019-09-18	28170	Southwest	SO44212	1	1	3578.27	89.4568
312	2019-09-19	28180	Northwest	SO44215	1	1	3578.27	89.4568
310	2019-09-19	28148	Northwest	SO44217	1	1	3578.27	89.4568
338	2019-09-19	14590	Southwest	SO44219	1	1	699.0982	17.4775
314	2019-09-20	28166	Southwest	SO44224	1	1	3578.27	89.4568
344	2019-09-21	25886	Northwest	SO44229	1	1	3399.99	84.9998
312	2019-09-22	28184	Southwest	SO44234	1	1	3578.27	89.4568
312	2019-09-22	28191	Northwest	SO44236	1	1	3578.27	89.4568
313	2019-09-23	28155	Southwest	SO44241	1	1	3578.27	89.4568
313	2019-09-23	28163	Northwest	SO44242	1	1	3578.27	89.4568
312	2019-09-25	28167	Southwest	SO44250	1	1	3578.27	89.4568
311	2019-09-25	28190	Southwest	SO44251	1	1	3578.27	89.4568
310	2019-09-26	28099	Southwest	SO44253	1	1	3578.27	89.4568
314	2019-09-26	28142	Northwest	SO44254	1	1	3578.27	89.4568
340	2019-09-26	14585	Southwest	SO44255	1	1	699.0982	17.4775
312	2019-09-27	28171	Northwest	SO44259	1	1	3578.27	89.4568
312	2019-09-27	28194	Northwest	SO44260	1	1	3578.27	89.4568
326	2019-09-29	14589	Southwest	SO44269	1	1	699.0982	17.4775
311	2019-09-30	28147	Southwest	SO44273	1	1	3578.27	89.4568
314	2019-09-30	28152	Southwest	SO44274	1	1	3578.27	89.4568
311	2019-09-30	28222	Northwest	SO44321	1	1	3578.27	89.4568
314	2019-10-02	28598	Southwest	SO44327	1	1	3578.27	89.4568
312	2019-10-02	28199	Southwest	SO44330	1	1	3578.27	89.4568
311	2019-10-03	28257	Northwest	SO44331	1	1	3578.27	89.4568
311	2019-10-04	28273	Southwest	SO44334	1	1	3578.27	89.4568
345	2019-10-04	25895	Northwest	SO44336	1	1	3399.99	84.9998
348	2019-10-05	25905	Southwest	SO44341	1	1	3374.99	84.3748
320	2019-10-05	14610	Northwest	SO44342	1	1	699.0982	17.4775
313	2019-10-06	28200	Southwest	SO44345	1	1	3578.27	89.4568
336	2019-10-06	14602	Southwest	SO44346	1	1	699.0982	17.4775
311	2019-10-07	28243	Southwest	SO44349	1	1	3578.27	89.4568
312	2019-10-07	28244	Southwest	SO44350	1	1	3578.27	89.4568
314	2019-10-07	28271	Southwest	SO44351	1	1	3578.27	89.4568
311	2019-10-07	28297	Northwest	SO44352	1	1	3578.27	89.4568
326	2019-10-07	14591	Southwest	SO44353	1	1	699.0982	17.4775
336	2019-10-07	14603	Southwest	SO44354	1	1	699.0982	17.4775
310	2019-10-08	28259	Southwest	SO44362	1	1	3578.27	89.4568
312	2019-10-08	28285	Northwest	SO44363	1	1	3578.27	89.4568
310	2019-10-09	28250	Southwest	SO44369	1	1	3578.27	89.4568
310	2019-10-10	28234	Southwest	SO44377	1	1	3578.27	89.4568
349	2019-10-10	25903	Northwest	SO44378	1	1	3374.99	84.3748
310	2019-10-11	28268	Southwest	SO44383	1	1	3578.27	89.4568
311	2019-10-11	28296	Southwest	SO44384	1	1	3578.27	89.4568
314	2019-10-11	28298	Southwest	SO44385	1	1	3578.27	89.4568
312	2019-10-11	28587	Southwest	SO44386	1	1	3578.27	89.4568
313	2019-10-12	28246	Northwest	SO44394	1	1	3578.27	89.4568
314	2019-10-12	28339	Northwest	SO44395	1	1	3578.27	89.4568
345	2019-10-12	25901	Southwest	SO44396	1	1	3399.99	84.9998
330	2019-10-12	14596	Southwest	SO44397	1	1	699.0982	17.4775
311	2019-10-13	28240	Northwest	SO44399	1	1	3578.27	89.4568
312	2019-10-13	28588	Southwest	SO44400	1	1	3578.27	89.4568
314	2019-10-15	28221	Southwest	SO44404	1	1	3578.27	89.4568
310	2019-10-15	28224	Southwest	SO44405	1	1	3578.27	89.4568
313	2019-10-15	28299	Southwest	SO44406	1	1	3578.27	89.4568
310	2019-10-16	28223	Southwest	SO44410	1	1	3578.27	89.4568
312	2019-10-16	28584	Southwest	SO44411	1	1	3578.27	89.4568
311	2019-10-17	28340	Southwest	SO44414	1	1	3578.27	89.4568
312	2019-10-17	28355	Southwest	SO44415	1	1	3578.27	89.4568
313	2019-10-18	28586	Southwest	SO44423	1	1	3578.27	89.4568
313	2019-10-19	28362	Southwest	SO44428	1	1	3578.27	89.4568
314	2019-10-19	28583	Northwest	SO44429	1	1	3578.27	89.4568
312	2019-10-20	28270	Northwest	SO44433	1	1	3578.27	89.4568
310	2019-10-20	28580	Southwest	SO44434	1	1	3578.27	89.4568
312	2019-10-21	28573	Northwest	SO44435	1	1	3578.27	89.4568
334	2019-10-22	14599	Northwest	SO44442	1	1	699.0982	17.4775
311	2019-10-26	28264	Northwest	SO44448	1	1	3578.27	89.4568
312	2019-10-26	28293	Southwest	SO44449	1	1	3578.27	89.4568
310	2019-10-26	28294	Southwest	SO44450	1	1	3578.27	89.4568
313	2019-10-26	28295	Northwest	SO44451	1	1	3578.27	89.4568
311	2019-10-27	28196	Northwest	SO44457	1	1	3578.27	89.4568
314	2019-10-27	28247	Northwest	SO44458	1	1	3578.27	89.4568
314	2019-10-27	28288	Southwest	SO44459	1	1	3578.27	89.4568
320	2019-10-28	14613	Northwest	SO44465	1	1	699.0982	17.4775
312	2019-10-29	28255	Northwest	SO44473	1	1	3578.27	89.4568
330	2019-10-29	14601	Southwest	SO44474	1	1	699.0982	17.4775
350	2019-10-30	25891	Southwest	SO44480	1	1	3374.99	84.3748
314	2019-11-01	28664	Northwest	SO44572	1	1	3578.27	89.4568
347	2019-11-01	25917	Southwest	SO44573	1	1	3399.99	84.9998
313	2019-11-01	28660	Northwest	SO44576	1	1	3578.27	89.4568
314	2019-11-02	28667	Northwest	SO44577	1	1	3578.27	89.4568
314	2019-11-02	28653	Southwest	SO44578	1	1	3578.27	89.4568
312	2019-11-02	28662	Southwest	SO44579	1	1	3578.27	89.4568
313	2019-11-04	28671	Northwest	SO44584	1	1	3578.27	89.4568
312	2019-11-04	28790	Northwest	SO44585	1	1	3578.27	89.4568
314	2019-11-04	28794	Northwest	SO44586	1	1	3578.27	89.4568
311	2019-11-04	28627	Southwest	SO44587	1	1	3578.27	89.4568
314	2019-11-05	28761	Southwest	SO44592	1	1	3578.27	89.4568
313	2019-11-05	28645	Southwest	SO44593	1	1	3578.27	89.4568
310	2019-11-06	28792	Northwest	SO44599	1	1	3578.27	89.4568
314	2019-11-07	28672	Southwest	SO44605	1	1	3578.27	89.4568
313	2019-11-07	28772	Northwest	SO44606	1	1	3578.27	89.4568
310	2019-11-07	28774	Southwest	SO44607	1	1	3578.27	89.4568
311	2019-11-08	28675	Southwest	SO44612	1	1	3578.27	89.4568
313	2019-11-08	28628	Northwest	SO44613	1	1	3578.27	89.4568
312	2019-11-08	28650	Southwest	SO44614	1	1	3578.27	89.4568
314	2019-11-08	28654	Northwest	SO44615	1	1	3578.27	89.4568
314	2019-11-08	28655	Northwest	SO44616	1	1	3578.27	89.4568
313	2019-11-08	28666	Northwest	SO44617	1	1	3578.27	89.4568
314	2019-11-10	28658	Southwest	SO44625	1	1	3578.27	89.4568
312	2019-11-11	28765	Southwest	SO44630	1	1	3578.27	89.4568
310	2019-11-11	28629	Southwest	SO44631	1	1	3578.27	89.4568
311	2019-11-12	28644	Northwest	SO44637	1	1	3578.27	89.4568
310	2019-11-12	28651	Southwest	SO44638	1	1	3578.27	89.4568
330	2019-11-12	14617	Northwest	SO44639	1	1	699.0982	17.4775
312	2019-11-13	28770	Northwest	SO44647	1	1	3578.27	89.4568
344	2019-11-13	25916	Southwest	SO44648	1	1	3399.99	84.9998
344	2019-11-13	25924	Southwest	SO44649	1	1	3399.99	84.9998
313	2019-11-14	28619	Southwest	SO44654	1	1	3578.27	89.4568
310	2019-11-15	28775	Southwest	SO44660	1	1	3578.27	89.4568
336	2019-11-15	14639	Southwest	SO44661	1	1	699.0982	17.4775
313	2019-11-16	28763	Southwest	SO44666	1	1	3578.27	89.4568
310	2019-11-16	28795	Southwest	SO44667	1	1	3578.27	89.4568
313	2019-11-16	28621	Southwest	SO44668	1	1	3578.27	89.4568
350	2019-11-16	25942	Southwest	SO44669	1	1	3374.99	84.3748
314	2019-11-17	28635	Southwest	SO44674	1	1	3578.27	89.4568
310	2019-11-19	28797	Southwest	SO44682	1	1	3578.27	89.4568
312	2019-11-19	28799	Southwest	SO44683	1	1	3578.27	89.4568
310	2019-11-19	28643	Southwest	SO44684	1	1	3578.27	89.4568
311	2019-11-21	28670	Northwest	SO44692	1	1	3578.27	89.4568
311	2019-11-21	28676	Southwest	SO44693	1	1	3578.27	89.4568
314	2019-11-23	28769	Northwest	SO44700	1	1	3578.27	89.4568
336	2019-11-23	14636	Northwest	SO44701	1	1	699.0982	17.4775
311	2019-11-24	28678	Northwest	SO44705	1	1	3578.27	89.4568
311	2019-11-24	28618	Northwest	SO44706	1	1	3578.27	89.4568
311	2019-11-24	28649	Southwest	SO44707	1	1	3578.27	89.4568
350	2019-11-24	25909	Southwest	SO44708	1	1	3374.99	84.3748
313	2019-11-25	28674	Southwest	SO44710	1	1	3578.27	89.4568
313	2019-11-26	28657	Northwest	SO44714	1	1	3578.27	89.4568
336	2019-11-26	14616	Southwest	SO44717	1	1	699.0982	17.4775
311	2019-11-27	28625	Northwest	SO44720	1	1	3578.27	89.4568
314	2019-11-28	28665	Northwest	SO44724	1	1	3578.27	89.4568
345	2019-11-28	25910	Southwest	SO44725	1	1	3399.99	84.9998
332	2019-11-28	14614	Southwest	SO44726	1	1	699.0982	17.4775
312	2019-11-29	28661	Northwest	SO44731	1	1	3578.27	89.4568
311	2019-11-30	28673	Southwest	SO44735	1	1	3578.27	89.4568
328	2019-11-30	14634	Northwest	SO44736	1	1	699.0982	17.4775
310	2019-11-30	28829	Southwest	SO44804	1	1	3578.27	89.4568
314	2019-11-30	29011	Southwest	SO44805	1	1	3578.27	89.4568
311	2019-12-01	29126	Southwest	SO44810	1	1	3578.27	89.4568
314	2019-12-01	28988	Southwest	SO44812	1	1	3578.27	89.4568
313	2019-12-02	28827	Southwest	SO44818	1	1	3578.27	89.4568
313	2019-12-02	28853	Northwest	SO44819	1	1	3578.27	89.4568
350	2019-12-02	25972	Northwest	SO44820	1	1	3374.99	84.3748
345	2019-12-02	25975	Northwest	SO44821	1	1	3399.99	84.9998
344	2019-12-03	25973	Northwest	SO44827	1	1	3399.99	84.9998
312	2019-12-03	28997	Southwest	SO44828	1	1	3578.27	89.4568
334	2019-12-03	14643	Northwest	SO44829	1	1	699.0982	17.4775
311	2019-12-04	28804	Southwest	SO44832	1	1	3578.27	89.4568
310	2019-12-04	28842	Southwest	SO44833	1	1	3578.27	89.4568
350	2019-12-04	25952	Southwest	SO44834	1	1	3374.99	84.3748
314	2019-12-05	28825	Northwest	SO44839	1	1	3578.27	89.4568
314	2019-12-05	28857	Southwest	SO44840	1	1	3578.27	89.4568
312	2019-12-06	29058	Southwest	SO44843	1	1	3578.27	89.4568
314	2019-12-06	29139	Southwest	SO44844	1	1	3578.27	89.4568
313	2019-12-06	28845	Northwest	SO44845	1	1	3578.27	89.4568
311	2019-12-07	29128	Southwest	SO44852	1	1	3578.27	89.4568
311	2019-12-07	29004	Southwest	SO44854	1	1	3578.27	89.4568
328	2019-12-07	14651	Northwest	SO44856	1	1	699.0982	17.4775
313	2019-12-08	28852	Northwest	SO44868	1	1	3578.27	89.4568
312	2019-12-09	29111	Southwest	SO44872	1	1	3578.27	89.4568
312	2019-12-09	28828	Southwest	SO44873	1	1	3578.27	89.4568
313	2019-12-10	29048	Southwest	SO44875	1	1	3578.27	89.4568
312	2019-12-10	29056	Southwest	SO44876	1	1	3578.27	89.4568
311	2019-12-10	29136	Southwest	SO44877	1	1	3578.27	89.4568
311	2019-12-10	28807	Northwest	SO44878	1	1	3578.27	89.4568
310	2019-12-10	28833	Northwest	SO44879	1	1	3578.27	89.4568
314	2019-12-11	29108	Southwest	SO44886	1	1	3578.27	89.4568
310	2019-12-11	28821	Northwest	SO44887	1	1	3578.27	89.4568
310	2019-12-11	28838	Northwest	SO44888	1	1	3578.27	89.4568
310	2019-12-12	28847	Southwest	SO44891	1	1	3578.27	89.4568
314	2019-12-12	28856	Northwest	SO44893	1	1	3578.27	89.4568
348	2019-12-12	25943	Southwest	SO44894	1	1	3374.99	84.3748
351	2019-12-12	25951	Southwest	SO44895	1	1	3374.99	84.3748
346	2019-12-12	25964	Northwest	SO44896	1	1	3399.99	84.9998
314	2019-12-14	29032	Southwest	SO44908	1	1	3578.27	89.4568
310	2019-12-14	28840	Southwest	SO44909	1	1	3578.27	89.4568
344	2019-12-14	25969	Southwest	SO44910	1	1	3399.99	84.9998
349	2019-12-14	25976	Southwest	SO44911	1	1	3374.99	84.3748
310	2019-12-14	28966	Southwest	SO44912	1	1	3578.27	89.4568
310	2019-12-15	29017	Northwest	SO44919	1	1	3578.27	89.4568
338	2019-12-15	14648	Southwest	SO44920	1	1	699.0982	17.4775
310	2019-12-16	28830	Northwest	SO44924	1	1	3578.27	89.4568
312	2019-12-17	29110	Southwest	SO44930	1	1	3578.27	89.4568
312	2019-12-17	28849	Northwest	SO44931	1	1	3578.27	89.4568
312	2019-12-18	29044	Northwest	SO44936	1	1	3578.27	89.4568
314	2019-12-18	28851	Northwest	SO44938	1	1	3578.27	89.4568
314	2019-12-18	28993	Northwest	SO44939	1	1	3578.27	89.4568
313	2019-12-19	28835	Southwest	SO44950	1	1	3578.27	89.4568
311	2019-12-19	28843	Southwest	SO44951	1	1	3578.27	89.4568
349	2019-12-19	25955	Southwest	SO44952	1	1	3374.99	84.3748
312	2019-12-19	28859	Northwest	SO44953	1	1	3578.27	89.4568
310	2019-12-19	28990	Southwest	SO44954	1	1	3578.27	89.4568
312	2019-12-20	29019	Southwest	SO44959	1	1	3578.27	89.4568
313	2019-12-20	29060	Southwest	SO44961	1	1	3578.27	89.4568
310	2019-12-20	28831	Southwest	SO44962	1	1	3578.27	89.4568
346	2019-12-20	25974	Southwest	SO44963	1	1	3399.99	84.9998
334	2019-12-20	14647	Southwest	SO44964	1	1	699.0982	17.4775
332	2019-12-20	14649	Southwest	SO44965	1	1	699.0982	17.4775
312	2019-12-21	28820	Northwest	SO44970	1	1	3578.27	89.4568
313	2019-12-21	28989	Northwest	SO44971	1	1	3578.27	89.4568
311	2019-12-21	29016	Northwest	SO44972	1	1	3578.27	89.4568
311	2019-12-22	28823	Northwest	SO44975	1	1	3578.27	89.4568
311	2019-12-22	28824	Northwest	SO44976	1	1	3578.27	89.4568
313	2019-12-22	29010	Southwest	SO44977	1	1	3578.27	89.4568
322	2019-12-22	14652	Southwest	SO44978	1	1	699.0982	17.4775
312	2019-12-23	29132	Southwest	SO44982	1	1	3578.27	89.4568
314	2019-12-23	29008	Southwest	SO44984	1	1	3578.27	89.4568
311	2019-12-24	28854	Northwest	SO44989	1	1	3578.27	89.4568
338	2019-12-24	14645	Southwest	SO44990	1	1	699.0982	17.4775
311	2019-12-25	28805	Southwest	SO44994	1	1	3578.27	89.4568
313	2019-12-25	28841	Southwest	SO44995	1	1	3578.27	89.4568
349	2019-12-25	25970	Northwest	SO44996	1	1	3374.99	84.3748
310	2019-12-25	28870	Northwest	SO44997	1	1	3578.27	89.4568
340	2019-12-25	14646	Southwest	SO44998	1	1	699.0982	17.4775
314	2019-12-26	29059	Southwest	SO45003	1	1	3578.27	89.4568
314	2019-12-26	29106	Southwest	SO45004	1	1	3578.27	89.4568
312	2019-12-26	28844	Southwest	SO45005	1	1	3578.27	89.4568
313	2019-12-27	28869	Northwest	SO45010	1	1	3578.27	89.4568
342	2019-12-27	14650	Northwest	SO45012	1	1	699.0982	17.4775
312	2019-12-28	28826	Northwest	SO45017	1	1	3578.27	89.4568
311	2019-12-29	29070	Southwest	SO45025	1	1	3578.27	89.4568
344	2019-12-29	25962	Northwest	SO45026	1	1	3399.99	84.9998
314	2019-12-29	28871	Northwest	SO45027	1	1	3578.27	89.4568
312	2019-12-30	29138	Southwest	SO45033	1	1	3578.27	89.4568
310	2019-12-30	28822	Northwest	SO45034	1	1	3578.27	89.4568
310	2019-12-30	28839	Northwest	SO45035	1	1	3578.27	89.4568
311	2019-12-30	28846	Southwest	SO45036	1	1	3578.27	89.4568
312	2020-01-01	29255	Southwest	SO45079	1	1	3578.27	89.4568
332	2020-01-01	14657	Northwest	SO45080	1	1	699.0982	17.4775
310	2020-01-02	29143	Southwest	SO45084	1	1	3578.27	89.4568
351	2020-01-03	25977	Southwest	SO45089	1	1	3374.99	84.3748
310	2020-01-03	29170	Southwest	SO45090	1	1	3578.27	89.4568
313	2020-01-04	29151	Southwest	SO45097	1	1	3578.27	89.4568
310	2020-01-04	29167	Northwest	SO45098	1	1	3578.27	89.4568
312	2020-01-04	29174	Northwest	SO45099	1	1	3578.27	89.4568
310	2020-01-05	29274	Southwest	SO45102	1	1	3578.27	89.4568
310	2020-01-06	29140	Northwest	SO45103	1	1	3578.27	89.4568
310	2020-01-06	29142	Southwest	SO45104	1	1	3578.27	89.4568
312	2020-01-06	29275	Southwest	SO45107	1	1	3578.27	89.4568
313	2020-01-08	29141	Southwest	SO45113	1	1	3578.27	89.4568
310	2020-01-08	29146	Northwest	SO45114	1	1	3578.27	89.4568
348	2020-01-08	25984	Southwest	SO45115	1	1	3374.99	84.3748
311	2020-01-08	29204	Northwest	SO45116	1	1	3578.27	89.4568
342	2020-01-08	14727	Northwest	SO45117	1	1	699.0982	17.4775
310	2020-01-09	29169	Northwest	SO45121	1	1	3578.27	89.4568
314	2020-01-09	29236	Southwest	SO45122	1	1	3578.27	89.4568
313	2020-01-10	29158	Northwest	SO45127	1	1	3578.27	89.4568
344	2020-01-11	25979	Northwest	SO45131	1	1	3399.99	84.9998
350	2020-01-11	25985	Southwest	SO45132	1	1	3374.99	84.3748
314	2020-01-11	29163	Northwest	SO45133	1	1	3578.27	89.4568
310	2020-01-11	29264	Southwest	SO45135	1	1	3578.27	89.4568
312	2020-01-12	29222	Southwest	SO45141	1	1	3578.27	89.4568
310	2020-01-12	29278	Southwest	SO45143	1	1	3578.27	89.4568
312	2020-01-13	29166	Southwest	SO45147	1	1	3578.27	89.4568
342	2020-01-13	14656	Northwest	SO45148	1	1	699.0982	17.4775
346	2020-01-14	25980	Northwest	SO45150	1	1	3399.99	84.9998
314	2020-01-14	29202	Northwest	SO45151	1	1	3578.27	89.4568
310	2020-01-14	29276	Northwest	SO45152	1	1	3578.27	89.4568
349	2020-01-15	25978	Southwest	SO45161	1	1	3374.99	84.3748
314	2020-01-17	29157	Southwest	SO45173	1	1	3578.27	89.4568
313	2020-01-17	29198	Southwest	SO45174	1	1	3578.27	89.4568
313	2020-01-17	29238	Southwest	SO45175	1	1	3578.27	89.4568
313	2020-01-17	29254	Northwest	SO45176	1	1	3578.27	89.4568
310	2020-01-19	29145	Northwest	SO45189	1	1	3578.27	89.4568
328	2020-01-19	14660	Northwest	SO45191	1	1	699.0982	17.4775
313	2020-01-20	29221	Southwest	SO45194	1	1	3578.27	89.4568
311	2020-01-21	29148	Southwest	SO45200	1	1	3578.27	89.4568
312	2020-01-21	29168	Southwest	SO45201	1	1	3578.27	89.4568
312	2020-01-22	29156	Southwest	SO45207	1	1	3578.27	89.4568
314	2020-01-22	29201	Southwest	SO45209	1	1	3578.27	89.4568
311	2020-01-22	29239	Southwest	SO45210	1	1	3578.27	89.4568
